up_votes,label,years
13,egypt,2015
15,un,2015
36,egypt,2015
4,US,2015
4,israel,2015
166,US,2015
3,egypt,2015
4,china,2015
3429,iraq,2015
39,US,2015
5,china,2015
3,egypt,2015
13,un,2015
8,US,2015
2,US,2015
3,india,2015
70,egypt,2015
62,india,2015
3,US,2015
14,un,2015
4,US,2015
3,egypt,2015
47,US,2015
5,china,2015
9,US,2015
55,egypt,2015
18,US,2015
18,china,2015
375,china,2015
77,US,2015
2,US,2015
12,US,2015
5,un,2015
12,un,2015
15,china,2015
68,US,2015
1850,US,2015
1850,india,2015
3,china,2015
3196,uk,2015
19,US,2015
37,israel,2015
879,US,2015
1,un,2015
3,US,2015
3,china,2015
1907,US,2015
0,china,2015
3,china,2015
4,uk,2015
11,china,2015
0,uk,2015
3,japan,2015
10,uk,2015
6,china,2015
0,china,2015
0,US,2015
40,US,2015
40,india,2015
3,US,2015
4,india,2015
14,US,2015
5,un,2015
0,china,2015
7,US,2015
3,israel,2015
2,US,2015
1,US,2015
2,uk,2015
805,un,2015
42,china,2015
0,uk,2015
3,US,2015
6,US,2015
12,US,2015
4,ukraine,2015
12,israel,2015
0,US,2015
17,israel,2015
27,ukraine,2015
0,US,2015
143,israel,2015
0,israel,2015
71,un,2015
59,egypt,2015
9,US,2015
9,china,2015
0,china,2015
7,US,2015
6,ukraine,2015
16,US,2015
16,un,2015
2,egypt,2015
0,US,2015
6,china,2015
3,US,2015
0,un,2015
0,india,2015
30,un,2015
30,ukraine,2015
0,US,2015
0,china,2015
6936,US,2015
4,china,2015
11,china,2015
3,un,2015
3,ukraine,2015
2,china,2015
0,US,2015
3,ukraine,2015
14,US,2015
0,china,2015
2,china,2015
2,US,2015
2,china,2015
7,US,2015
5,china,2015
2,un,2015
352,china,2015
6,un,2015
2,un,2015
12,china,2015
46,israel,2015
14,india,2015
39,india,2015
7,US,2015
0,US,2015
381,uk,2015
13,un,2015
1,israel,2015
1,US,2015
1,japan,2015
3,US,2015
4,china,2015
11,india,2015
1,un,2015
41,US,2015
1,china,2015
1318,uk,2015
855,un,2015
855,ukraine,2015
1,ukraine,2015
0,china,2015
0,US,2015
0,india,2015
0,un,2015
0,india,2015
1,US,2015
2078,US,2015
3,china,2015
12,israel,2015
70,un,2015
4,ukraine,2015
1549,china,2015
1,un,2015
6,un,2015
6,iraq,2015
10,US,2015
40,uk,2015
19,china,2015
19,un,2015
7,japan,2015
1,china,2015
5,china,2015
1,un,2015
32,china,2015
1,china,2015
0,ukraine,2015
15,ukraine,2015
11,un,2015
1,US,2015
1,china,2015
9,iraq,2015
3,US,2015
3,US,2015
110,china,2015
0,china,2015
29,US,2015
10,china,2015
23,ukraine,2015
0,ukraine,2015
25,un,2015
1,china,2015
1,japan,2015
2,china,2015
4,china,2015
1,china,2015
30,israel,2015
3453,US,2015
3453,china,2015
1,ukraine,2015
3,US,2015
3,un,2015
46,US,2015
3,israel,2015
3,egypt,2015
75,israel,2015
7,china,2015
35,US,2015
2,iraq,2015
4,ukraine,2015
24,un,2015
7,china,2015
2,china,2015
4,india,2015
7,israel,2015
2,US,2015
2,china,2015
0,US,2015
0,china,2015
157,US,2015
3,US,2015
3,un,2015
2,un,2015
5,china,2015
0,china,2015
47,china,2015
2,US,2015
0,india,2015
290,un,2015
5,ukraine,2015
6,china,2015
12,ukraine,2015
15,uk,2015
104,US,2015
669,US,2015
73,un,2015
0,US,2015
1,un,2015
6,US,2015
6,china,2015
4,US,2015
2,ukraine,2015
2,iraq,2015
11,US,2015
12,un,2015
14,iraq,2015
20,un,2015
10,ukraine,2015
80,china,2015
15,US,2015
15,china,2015
2,un,2015
12,israel,2015
107,US,2015
107,un,2015
6,china,2015
59,un,2015
21,uk,2015
2,china,2015
0,un,2015
4,ukraine,2015
24,china,2015
0,un,2015
9,china,2015
258,iraq,2015
20,US,2015
20,china,2015
73,china,2015
18,US,2015
643,israel,2015
0,china,2015
1,US,2015
26,uk,2015
10,un,2015
90,china,2015
7,israel,2015
7,egypt,2015
4,iraq,2015
0,ukraine,2015
5,un,2015
4,US,2015
0,un,2015
11,un,2015
59,iraq,2015
14,iraq,2015
17,iraq,2015
3,US,2015
3,iraq,2015
6,iraq,2015
12,US,2015
32,iraq,2015
3,china,2015
53,israel,2015
17,uk,2015
5366,US,2015
8,US,2015
5,israel,2015
10,japan,2015
6,israel,2015
14,un,2015
15,japan,2015
130,US,2015
1013,ukraine,2015
18,US,2015
32,ukraine,2015
7,US,2015
0,US,2015
0,china,2015
0,iraq,2015
31,US,2015
31,china,2015
31,india,2015
11,israel,2015
7,israel,2015
7,un,2015
4569,un,2015
13,US,2015
13,iraq,2015
5,iraq,2015
87,ukraine,2015
5,china,2015
5,india,2015
10,uk,2015
10,US,2015
437,israel,2015
437,egypt,2015
14,china,2015
15,iraq,2015
37,india,2015
15,israel,2015
5,china,2015
2,israel,2015
66,US,2015
3,israel,2015
303,US,2015
5,US,2015
839,iraq,2015
1,ukraine,2015
22,china,2015
6902,china,2015
81,india,2015
5,US,2015
1,US,2015
9,US,2015
8,ukraine,2015
2,japan,2015
2,iraq,2015
0,china,2015
742,india,2015
3,iraq,2015
25,india,2015
3,US,2015
9,un,2015
0,US,2015
0,un,2015
1,un,2015
1,india,2015
1,india,2015
3,india,2015
3,ukraine,2015
0,china,2015
5,un,2015
5,uk,2015
0,ukraine,2015
38,china,2015
22,US,2015
2,US,2015
16,india,2015
1,uk,2015
42,india,2015
2,US,2015
1,china,2015
97,un,2015
7,ukraine,2015
12,uk,2015
2,un,2015
4,uk,2015
70,ukraine,2015
1,china,2015
2,US,2015
0,un,2015
0,US,2015
17,japan,2015
0,un,2015
0,ukraine,2015
1,india,2015
3,US,2015
15,india,2015
74,iraq,2015
2,US,2015
19,un,2015
40,japan,2015
40,iraq,2015
7,uk,2015
1,china,2015
0,uk,2015
5,china,2015
0,china,2015
0,un,2015
0,iraq,2015
2,un,2015
0,un,2015
4,un,2015
1011,india,2015
0,US,2015
0,china,2015
1,japan,2015
5,un,2015
11,israel,2015
0,un,2015
0,un,2015
248,un,2015
5,india,2015
3,un,2015
8,un,2015
9,US,2015
4,india,2015
1594,un,2015
33,US,2015
22,china,2015
20,un,2015
98,uk,2015
0,un,2015
51,un,2015
7,US,2015
7,un,2015
25,US,2015
58,US,2015
58,un,2015
1545,china,2015
1545,un,2015
7,un,2015
42,un,2015
843,US,2015
39,US,2015
39,japan,2015
58,US,2015
58,israel,2015
0,US,2015
0,un,2015
3,un,2015
0,un,2015
5866,US,2015
177,un,2015
8,china,2015
28,un,2015
4,china,2015
4,un,2015
3279,un,2015
1,un,2015
0,US,2015
7,china,2015
8,israel,2015
37,US,2015
1,china,2015
27,china,2015
6,un,2015
11,US,2015
4,un,2015
6,un,2015
9,china,2015
9,un,2015
3,un,2015
63,india,2015
5,US,2015
1,china,2015
14,china,2015
980,US,2015
5417,US,2015
0,israel,2015
1,india,2015
3,un,2015
3,china,2015
23,israel,2015
14,india,2015
537,china,2015
14,uk,2015
3,US,2015
3,japan,2015
8,US,2015
25,egypt,2015
0,china,2015
27,japan,2015
16,un,2015
4,india,2015
100,china,2015
15,uk,2015
11,egypt,2015
5,egypt,2015
0,un,2015
0,ukraine,2015
3372,un,2015
2,US,2015
21,china,2015
21,un,2015
6,china,2015
10,india,2015
4,un,2015
2,israel,2015
5,china,2015
6,un,2015
79,japan,2015
79,iraq,2015
2,uk,2015
0,US,2015
1591,un,2015
1591,uk,2015
13,US,2015
2,uk,2015
2,japan,2015
2,un,2015
32,israel,2015
10,US,2015
1,japan,2015
2,ukraine,2015
0,israel,2015
0,uk,2015
16,un,2015
27,israel,2015
0,ukraine,2015
0,china,2015
0,japan,2015
5414,india,2015
22,US,2015
22,iraq,2015
84,US,2015
11,israel,2015
0,china,2015
2,china,2015
2,india,2015
2,US,2015
0,un,2015
0,un,2015
13,un,2015
9,US,2015
9,china,2015
5,un,2015
3,US,2015
3,china,2015
6,US,2015
1,uk,2015
4,ukraine,2015
3495,japan,2015
48,japan,2015
4,uk,2015
12,US,2015
3,uk,2015
14,iraq,2015
43,US,2015
16,japan,2015
7,india,2015
4,US,2015
0,US,2015
20,un,2015
0,US,2015
0,china,2015
1,egypt,2015
6,US,2015
2602,US,2015
3,US,2015
3,japan,2015
1355,US,2015
10,US,2015
10,un,2015
16,iraq,2015
2,china,2015
9,US,2015
31,US,2015
6,india,2015
87,india,2015
7,india,2015
12,US,2015
3,US,2015
4,india,2015
0,US,2015
0,US,2015
6,US,2015
3,china,2015
47,ukraine,2015
14,china,2015
12,US,2015
4,US,2015
5,china,2015
0,un,2015
4,china,2015
38,india,2015
13,china,2015
1,US,2015
0,US,2015
1,india,2015
21,israel,2015
21,uk,2015
30,US,2015
17,china,2015
17,iraq,2015
4,israel,2015
1,japan,2015
3,israel,2015
269,israel,2015
3,uk,2015
4,ukraine,2015
10,israel,2015
13,china,2015
0,US,2015
15,un,2015
2,US,2015
5,china,2015
9,US,2015
5,US,2015
0,US,2015
0,japan,2015
0,US,2015
5,US,2015
663,un,2015
0,china,2015
5,israel,2015
1,china,2015
20,US,2015
0,US,2015
7,US,2015
22,china,2015
0,un,2015
0,china,2015
0,japan,2015
15,un,2015
0,egypt,2015
1,US,2015
72,US,2015
0,US,2015
0,US,2015
0,israel,2015
0,un,2015
1,japan,2015
2,ukraine,2015
0,US,2015
7,israel,2015
6,uk,2015
0,US,2015
0,US,2015
0,israel,2015
0,un,2015
0,un,2015
13,US,2015
14,china,2015
2,iraq,2015
9,uk,2015
0,un,2015
0,US,2015
0,china,2015
29,US,2015
9,US,2015
9,israel,2015
9,un,2015
0,india,2015
0,US,2015
5,china,2015
5,japan,2015
37,un,2015
37,india,2015
0,india,2015
5,US,2015
15,israel,2015
2,US,2015
0,US,2015
13,US,2015
13,china,2015
0,US,2015
51,china,2015
1,US,2015
386,US,2015
412,US,2015
36,iraq,2015
1813,US,2015
36,china,2015
2,china,2015
5,israel,2015
1187,israel,2015
2,india,2015
8,china,2015
5,israel,2015
7,uk,2015
5,china,2015
1,US,2015
0,US,2015
18,un,2015
0,india,2015
3,uk,2015
21,US,2015
3,un,2015
66,US,2015
0,un,2015
1,uk,2015
71,un,2015
3,israel,2015
2,china,2015
15,US,2015
15,uk,2015
2,israel,2015
0,india,2015
9,un,2015
152,iraq,2015
4,uk,2015
0,US,2015
4,US,2015
225,india,2015
2,china,2015
7,US,2015
2,un,2015
2,india,2015
205,un,2015
7,iraq,2015
454,china,2015
15,israel,2015
15,un,2015
2,ukraine,2015
17,US,2015
20,US,2015
8,israel,2015
5,US,2015
5,china,2015
1,un,2015
5945,un,2015
3,israel,2015
3,un,2015
12,china,2015
3,china,2015
4,US,2015
2,china,2015
5,china,2015
0,US,2015
2,israel,2015
146,US,2015
4,US,2015
0,israel,2015
0,un,2015
0,US,2015
2,india,2015
1,US,2015
3,US,2015
3,US,2015
497,US,2015
497,china,2015
4,US,2015
5,un,2015
4,US,2015
7,US,2015
0,US,2015
4,india,2015
2,un,2015
1,israel,2015
0,US,2015
0,israel,2015
1,india,2015
2,un,2015
2,india,2015
4,israel,2015
4,iraq,2015
0,ukraine,2015
5,ukraine,2015
0,india,2015
1,japan,2015
4,US,2015
0,india,2015
2,india,2015
4,china,2015
2,uk,2015
3,uk,2015
0,uk,2015
2,uk,2015
4,india,2015
0,US,2015
28,un,2015
36,un,2015
36,india,2015
2,ukraine,2015
6,china,2015
0,un,2015
7,israel,2015
6,uk,2015
251,US,2015
12,US,2015
86,israel,2015
20,un,2015
0,US,2015
51,uk,2015
3,un,2015
1,israel,2015
2,uk,2015
1,israel,2015
3,uk,2015
10,US,2015
8,US,2015
9,US,2015
10,US,2015
10,israel,2015
0,US,2015
0,un,2015
10,china,2015
46,ukraine,2015
32,US,2015
4,US,2015
396,un,2015
0,uk,2015
7,israel,2015
3,US,2015
14,US,2015
0,ukraine,2015
5,US,2015
2,india,2015
12,un,2015
3,india,2015
12,china,2015
12,un,2015
2,japan,2015
5,israel,2015
8,US,2015
1,china,2015
9,japan,2015
8,china,2015
0,US,2015
1,ukraine,2015
1794,US,2015
3,US,2015
0,un,2015
375,india,2015
4,ukraine,2015
3,china,2015
11,US,2015
7,china,2015
6,israel,2015
4,US,2015
4,un,2015
3,india,2015
4,US,2015
4,US,2015
2,india,2015
11,US,2015
1490,US,2015
9,israel,2015
4,israel,2015
4,US,2015
10,US,2015
0,india,2015
6,US,2015
6,US,2015
0,US,2015
21,US,2015
0,india,2015
0,un,2015
7,japan,2015
3,india,2015
0,un,2015
37,israel,2015
37,uk,2015
6,un,2015
4,US,2015
4,china,2015
8,un,2015
21,US,2015
49,china,2015
504,israel,2015
773,US,2015
1,US,2015
309,japan,2015
5122,US,2015
5122,un,2015
5,china,2015
16,uk,2015
18,egypt,2015
12,un,2015
7,japan,2015
22,US,2015
23,US,2015
5,US,2015
85,iraq,2015
4,china,2015
9,US,2015
8,iraq,2015
234,israel,2015
644,china,2015
719,china,2015
2029,egypt,2015
2,china,2015
2,japan,2015
3296,israel,2015
9,china,2015
0,uk,2015
371,israel,2015
5243,US,2015
8,egypt,2015
5,US,2015
5,china,2015
25,india,2015
29,israel,2015
0,israel,2015
0,US,2015
5303,uk,2015
14,israel,2015
1,US,2015
0,US,2015
16,israel,2015
56,US,2015
4,china,2015
41,israel,2015
3,china,2015
7,US,2015
4,iraq,2015
94,china,2015
94,india,2015
2,un,2015
0,US,2015
0,china,2015
0,india,2015
3,US,2015
3,china,2015
2,US,2015
224,uk,2015
97,israel,2015
2,china,2015
27,uk,2015
9,US,2015
11,US,2015
4,uk,2015
0,israel,2015
0,ukraine,2015
2,US,2015
0,un,2015
0,israel,2015
0,uk,2015
15,china,2015
11,US,2015
0,israel,2015
14,ukraine,2015
0,US,2015
5,china,2015
1,israel,2015
6,japan,2015
78,US,2015
78,un,2015
194,iraq,2015
0,china,2015
60,india,2015
0,china,2015
1,india,2015
10,china,2015
5,un,2015
4,un,2015
7,US,2015
7,japan,2015
9,US,2015
29,iraq,2015
3,US,2015
10,US,2015
58,US,2015
7,US,2015
9,israel,2015
0,india,2015
10,US,2015
2,US,2015
4,china,2015
4,US,2015
17,US,2015
3,india,2015
2,iraq,2015
7,US,2015
4,US,2015
89,china,2015
4,US,2015
1,ukraine,2015
4,US,2015
20,uk,2015
4,japan,2015
410,ukraine,2015
3,US,2015
0,US,2015
38,US,2015
141,US,2015
3,ukraine,2015
3,iraq,2015
2,US,2015
80,iraq,2015
3,un,2015
52,iraq,2015
4,US,2015
1355,US,2015
3,japan,2015
4,US,2015
897,china,2015
30,US,2015
19,israel,2015
5235,US,2015
2,china,2015
2,uk,2015
7,ukraine,2015
8,US,2015
65,US,2015
32,iraq,2015
14,ukraine,2015
12,US,2015
2,US,2015
2,uk,2015
4,iraq,2015
7,iraq,2015
19,china,2015
3,india,2015
3,US,2015
1,china,2015
6,un,2015
2,china,2015
15,US,2015
7,US,2015
1674,china,2015
12,US,2015
12,china,2015
0,un,2015
728,US,2015
2,india,2015
2,US,2015
0,israel,2015
5,china,2015
5,japan,2015
17,uk,2015
2,israel,2015
1,israel,2015
6,US,2015
5,china,2015
7,US,2015
3,uk,2015
0,iraq,2015
21,iraq,2015
10,US,2015
3,israel,2015
721,US,2015
13,US,2015
42,uk,2015
7,US,2015
4,US,2015
4,china,2015
12,US,2015
0,japan,2015
4,china,2015
0,israel,2015
7,israel,2015
6,japan,2015
3,US,2015
11,uk,2015
4,US,2015
1,china,2015
10,un,2015
2,US,2015
2,india,2015
3,israel,2015
4,US,2015
15,israel,2015
8,israel,2015
1,US,2015
1,US,2015
5,US,2015
5,US,2015
1,israel,2015
7,US,2015
3,US,2015
8,un,2015
6083,US,2015
2,US,2015
0,israel,2015
0,US,2015
14,US,2015
0,US,2015
6,china,2015
6,iraq,2015
8,US,2015
8,uk,2015
11,un,2015
12,un,2015
6,US,2015
2,US,2015
2551,US,2015
1,US,2015
111,india,2015
5,china,2015
111,US,2015
2,US,2015
39,US,2015
116,US,2015
116,israel,2015
116,un,2015
1,US,2015
287,un,2015
11,US,2015
4,US,2015
29,israel,2015
0,un,2015
5,US,2015
5,un,2015
1,US,2015
31,US,2015
30,US,2015
30,israel,2015
1171,US,2015
50,US,2015
6306,US,2015
2,US,2015
2,china,2015
6,US,2015
10,US,2015
13,iraq,2015
428,US,2015
13,US,2015
12,india,2015
53,uk,2015
7,japan,2015
96,US,2015
96,iraq,2015
35,israel,2015
1,un,2015
31,US,2015
33,US,2015
39,US,2015
0,US,2015
2,china,2015
0,US,2015
0,US,2015
0,china,2015
2,US,2015
1,un,2015
7,china,2015
7,US,2015
42,US,2015
1,egypt,2015
19,US,2015
2,US,2015
2,china,2015
0,un,2015
22,US,2015
5406,uk,2015
49,israel,2015
4,iraq,2015
49,US,2015
8,US,2015
767,china,2015
4,china,2015
0,china,2015
8,US,2015
21,uk,2015
4,iraq,2015
0,US,2015
4,china,2015
6,un,2015
6,ukraine,2015
0,india,2015
8,US,2015
4,china,2015
11,US,2015
3517,US,2015
4,uk,2015
37,israel,2015
238,israel,2015
0,china,2015
301,US,2015
4,israel,2015
2271,US,2015
3,israel,2015
1,US,2015
2,US,2015
0,china,2015
12,US,2015
6,un,2015
6,uk,2015
0,US,2015
14,US,2015
3,US,2015
6,china,2015
5,egypt,2015
13,egypt,2015
4,US,2015
4,iraq,2015
2,US,2015
0,US,2015
3,iraq,2015
0,US,2015
0,israel,2015
0,india,2015
22,US,2015
1,china,2015
1,un,2015
10,china,2015
3,US,2015
0,US,2015
7,US,2015
17,china,2015
0,india,2015
220,iraq,2015
109,US,2015
12,china,2015
12,india,2015
267,US,2015
2,US,2015
12,china,2015
1,uk,2015
7,china,2015
0,israel,2015
0,US,2015
12,iraq,2015
48,china,2015
4,un,2015
2091,US,2015
5197,US,2015
5,israel,2015
3,china,2015
3,US,2015
0,israel,2015
0,un,2015
7,US,2015
4,US,2015
0,un,2015
4,US,2015
6,US,2015
4,uk,2015
0,US,2015
3,uk,2015
4,US,2015
3878,india,2015
0,china,2015
9,china,2015
9,un,2015
0,uk,2015
7,US,2015
7,china,2015
5,china,2015
7,US,2015
0,india,2015
21,iraq,2015
10,US,2015
4,china,2015
5,US,2015
34,uk,2015
2,india,2015
0,ukraine,2015
1016,US,2015
59,US,2015
11,india,2015
2,ukraine,2015
1,india,2015
4,israel,2015
1,israel,2015
5,ukraine,2015
0,US,2015
3,uk,2015
8,US,2015
125,israel,2015
125,india,2015
8,US,2015
6,israel,2015
8,US,2015
9,US,2015
5,china,2015
2,US,2015
0,india,2015
10,US,2015
15,uk,2015
15,ukraine,2015
0,US,2015
10,US,2015
49,US,2015
0,US,2015
0,china,2015
2,iraq,2015
39,china,2015
250,US,2015
3,US,2015
0,US,2015
0,uk,2015
6,ukraine,2015
3,US,2015
1,israel,2015
3,india,2015
1,china,2015
0,iraq,2015
3,US,2015
56,china,2015
2,US,2015
0,US,2015
3,iraq,2015
10,china,2015
10,india,2015
2,US,2015
23,US,2015
0,US,2015
98,US,2015
98,china,2015
40,US,2015
0,india,2015
273,china,2015
0,US,2015
3,japan,2015
5,US,2015
2,china,2015
11,uk,2015
355,US,2015
12,US,2015
12,china,2015
1,uk,2015
2,un,2015
1,un,2015
0,israel,2015
11,india,2015
263,india,2015
9,iraq,2015
0,un,2015
3,india,2015
2,US,2015
0,china,2015
2,china,2015
1,china,2015
2,US,2015
21,US,2015
17,US,2015
1,china,2015
6,india,2015
0,china,2015
8,china,2015
3,ukraine,2015
2,un,2015
2,egypt,2015
0,israel,2015
10,US,2015
9,US,2015
11,US,2015
17,US,2015
446,china,2015
8,US,2015
8,israel,2015
13,un,2015
7,US,2015
0,ukraine,2015
4,china,2015
3,US,2015
9,US,2015
9,china,2015
15,ukraine,2015
8,ukraine,2015
5,india,2015
2,israel,2015
2,uk,2015
10,US,2015
17,israel,2015
13,US,2015
8,US,2015
8,china,2015
4,US,2015
2,china,2015
45,iraq,2015
44,china,2015
3,china,2015
21,US,2015
21,israel,2015
6,US,2015
4,iraq,2015
5,US,2015
16,US,2015
0,japan,2015
56,US,2015
0,US,2015
60,iraq,2015
3,iraq,2015
7,un,2015
1,US,2015
19,US,2015
5,US,2015
30,china,2015
18,US,2015
3,uk,2015
10,egypt,2015
0,US,2015
0,israel,2015
26,china,2015
15,US,2015
15,china,2015
3573,india,2015
63,india,2015
2,israel,2015
1,US,2015
15,US,2015
3,china,2015
37,un,2015
1,US,2015
38,china,2015
1,US,2015
0,US,2015
17,US,2015
17,un,2015
2,US,2015
1,china,2015
6,israel,2015
1,uk,2015
6,US,2015
6,china,2015
1,china,2015
204,uk,2015
8,china,2015
7,china,2015
112,israel,2015
35,japan,2015
3,US,2015
282,israel,2015
55,israel,2015
5240,US,2015
73,US,2015
70,US,2015
2,ukraine,2015
0,un,2015
0,egypt,2015
21,egypt,2015
5,iraq,2015
12,US,2015
12,un,2015
7,US,2015
2,egypt,2015
6,china,2015
3,US,2015
0,US,2015
84,japan,2015
35,israel,2015
192,US,2015
4,israel,2015
38,israel,2015
24,uk,2015
39,israel,2015
5794,US,2015
5794,china,2015
46,US,2015
5,china,2015
35,US,2015
9,china,2015
10,US,2015
600,US,2015
2,india,2015
5,US,2015
0,ukraine,2015
5,china,2015
4,china,2015
16,israel,2015
7,US,2015
5,US,2015
36,china,2015
5,US,2015
6,india,2015
77,uk,2015
5,israel,2015
8,china,2015
2,china,2015
11,US,2015
60,uk,2015
9,china,2015
3,US,2015
0,israel,2015
1,US,2015
10,uk,2015
10,iraq,2015
2,iraq,2015
0,US,2015
3,iraq,2015
0,china,2015
0,japan,2015
22,US,2015
0,iraq,2015
0,un,2015
2,china,2015
8,US,2015
32,uk,2015
10,israel,2015
7,israel,2015
0,US,2015
3,un,2015
3,ukraine,2015
51,china,2015
0,israel,2015
6,india,2015
8,china,2015
19,china,2015
9,china,2015
16,china,2015
34,china,2015
6,india,2015
224,china,2015
16,US,2015
11,US,2015
2,un,2015
0,US,2015
9,india,2015
0,uk,2015
0,US,2015
35,india,2015
0,india,2015
19,US,2015
0,iraq,2015
3,un,2015
0,china,2015
0,china,2015
0,US,2015
0,US,2015
5823,uk,2015
0,US,2015
1797,india,2015
1,uk,2015
0,un,2015
494,china,2015
0,india,2015
4,china,2015
3,US,2015
3,china,2015
0,egypt,2015
0,egypt,2015
0,uk,2015
2,india,2015
5,china,2015
0,US,2015
0,china,2015
15,china,2015
68,US,2015
5,US,2015
12,US,2015
2,egypt,2015
0,ukraine,2015
1,ukraine,2015
3978,US,2015
3134,india,2015
3,japan,2015
1,china,2015
1,japan,2015
27,US,2015
109,uk,2015
1,US,2015
3,un,2015
4,US,2015
6,china,2015
2,china,2015
2,US,2015
5,iraq,2015
175,uk,2015
9,US,2015
18,un,2015
14,uk,2015
20,un,2015
7,china,2015
131,US,2015
0,iraq,2015
13,un,2015
6,ukraine,2015
60,US,2015
60,un,2015
10,un,2015
2219,un,2015
71,US,2015
26,uk,2015
179,china,2015
75,US,2015
1,china,2015
2,china,2015
15,china,2015
2728,china,2015
3,israel,2015
9,US,2015
2,china,2015
3,US,2015
0,india,2015
5,ukraine,2015
2,china,2015
0,US,2015
2,uk,2015
48,israel,2015
128,un,2015
3,china,2015
10,uk,2015
2,china,2015
37,israel,2015
15,uk,2015
34,US,2015
12,US,2015
12,china,2015
4,US,2015
3,china,2015
4,japan,2015
4,china,2015
4,india,2015
2,china,2015
1,china,2015
2,ukraine,2015
3,uk,2015
8,US,2015
0,US,2015
3,US,2015
6,US,2015
52,US,2015
6,US,2015
6,china,2015
2,israel,2015
3,US,2015
3,china,2015
10,uk,2015
2,un,2015
2,india,2015
3,uk,2015
4,ukraine,2015
2,US,2015
3,uk,2015
36,US,2015
0,US,2015
2,US,2015
126,US,2015
102,US,2015
9,japan,2015
1,US,2015
0,US,2015
4826,uk,2015
28,china,2015
28,india,2015
2,uk,2015
6,israel,2015
3,uk,2015
956,US,2015
7,US,2015
16,israel,2015
3,ukraine,2015
10,US,2015
10,un,2015
8,ukraine,2015
6,uk,2015
4,US,2015
2,china,2015
3,US,2015
10,US,2015
12,china,2015
14,US,2015
10,US,2015
5,un,2015
5,israel,2015
0,china,2015
251,china,2015
2,israel,2015
5,US,2015
20,US,2015
3,US,2015
5,ukraine,2015
5,US,2015
5,china,2015
5514,US,2015
1459,US,2015
10,un,2015
0,uk,2015
0,ukraine,2015
0,US,2015
7,US,2015
7,un,2015
1,china,2015
48,un,2015
2,un,2015
3,israel,2015
0,US,2015
0,un,2015
7,israel,2015
1,US,2015
286,israel,2015
4,US,2015
230,china,2015
0,china,2015
1,US,2015
1,china,2015
21,US,2015
21,iraq,2015
2,china,2015
15,india,2015
6,ukraine,2015
177,US,2015
177,china,2015
12,iraq,2015
0,US,2015
14,uk,2015
2,US,2015
18,US,2015
5,US,2015
74,china,2015
2,uk,2015
1,US,2015
2,US,2015
10,US,2015
0,china,2015
0,china,2015
0,india,2015
3,egypt,2015
986,israel,2015
13,israel,2015
5572,US,2015
5572,china,2015
0,israel,2015
35,US,2015
176,US,2015
31,israel,2015
3,un,2015
3,ukraine,2015
0,US,2015
0,un,2015
2,US,2015
9,israel,2015
674,china,2015
2,US,2015
5,china,2015
5,iraq,2015
2,US,2015
2,uk,2015
6,china,2015
0,US,2015
1,israel,2015
14,israel,2015
7,US,2015
6,china,2015
1,india,2015
4,israel,2015
2,japan,2015
4,india,2015
0,un,2015
2,US,2015
2,china,2015
4,uk,2015
4,un,2015
2,china,2015
3,US,2015
2,US,2015
1,un,2015
6,ukraine,2015
0,un,2015
0,uk,2015
9,uk,2015
2,egypt,2015
0,uk,2015
2,israel,2015
0,uk,2015
600,china,2015
0,uk,2015
2,uk,2015
2,US,2015
2,china,2015
199,israel,2015
10,US,2015
26,uk,2015
1,US,2015
10,US,2015
7,iraq,2015
57,iraq,2015
4,US,2015
7,uk,2015
16,uk,2015
36,india,2015
0,israel,2015
0,US,2015
1,china,2015
0,un,2015
41,US,2015
2206,US,2015
6,US,2015
426,un,2015
3,US,2015
4,uk,2015
6,iraq,2015
32,china,2015
32,uk,2015
2,uk,2015
4,israel,2015
27,israel,2015
0,china,2015
4,china,2015
17,israel,2015
1,japan,2015
441,uk,2015
6,US,2015
7,US,2015
7,china,2015
5,india,2015
1,israel,2015
28,US,2015
0,US,2015
9,china,2015
18,israel,2015
13,US,2015
0,US,2015
0,china,2015
0,un,2015
157,US,2015
157,china,2015
4,china,2015
4,US,2015
2,india,2015
2,US,2015
2,china,2015
0,israel,2015
15,US,2015
15,israel,2015
1,china,2015
2,israel,2015
3081,israel,2015
0,US,2015
4,US,2015
1,ukraine,2015
1838,US,2015
4,US,2015
11,china,2015
1,china,2015
4,US,2015
4,china,2015
16,US,2015
16,israel,2015
292,un,2015
10,china,2015
2,india,2015
7,india,2015
9,china,2015
25,US,2015
13,china,2015
0,china,2015
0,india,2015
55,US,2015
1,israel,2015
13,china,2015
4,US,2015
2,US,2015
0,china,2015
0,india,2015
39,un,2015
39,ukraine,2015
46,japan,2015
6,US,2015
3,un,2015
4,US,2015
3,US,2015
3,US,2015
1,japan,2015
9,US,2015
2,US,2015
2,china,2015
13,US,2015
13,israel,2015
2,un,2015
28,ukraine,2015
28,japan,2015
28,egypt,2015
5,china,2015
6,un,2015
6,ukraine,2015
6,japan,2015
6,egypt,2015
48,china,2015
5,US,2015
4,ukraine,2015
0,US,2015
55,israel,2015
84,US,2015
9,US,2015
2,US,2015
2,china,2015
7,egypt,2015
32,US,2015
4,US,2015
8,US,2015
8,china,2015
4,china,2015
6,un,2015
6,ukraine,2015
6,japan,2015
6,egypt,2015
11,uk,2015
11,ukraine,2015
1,uk,2015
309,US,2015
9,US,2015
7,un,2015
